sample_id,age_group,skin_type,face_shape,mood_label,eye_openness,blink_rate_per_min,skin_hydration_score,skin_shine_score,redness_score,under_eye_darkness_score,pigmentation_score,lip_brightness_score,skin_texture_score,facial_symmetry_score,primary_beauty_concern,energy_score,skin_appearance_score,mood_confidence,skin_confidence,wellness_note_type
FS_0159,18-25,normal,oval,neutral,0.814,18.9,76.3,67.2,29.0,27.6,42.8,86.4,77.8,76.6,none,81.4,76.3,0.882,0.772,general_skincare
FS_0160,36-45,normal,round,neutral,0.52,15.6,69.1,41.6,39.6,36.9,27.5,64.4,42.1,59.5,redness_flush,65.8,62.2,0.82,0.74,general_skincare
FS_0161,46-60,normal,square,sad,0.601,16.9,70.3,38.0,22.3,50.8,40.5,68.5,50.6,83.7,redness_flush,56.3,73.2,0.942,0.751,general_skincare
FS_0162,36-45,oily,square,neutral,0.71,19.9,57.6,81.5,22.3,34.9,21.9,59.5,67.5,64.1,none,58.5,63.2,0.802,0.778,general_skincare
FS_0163,46-60,oily,round,neutral,0.51,12.5,68.2,94.0,28.9,18.5,27.4,84.1,71.6,77.1,dark_circles,67.2,74.4,0.79,0.795,general_skincare
FS_0164,36-45,normal,oval,stressed,0.746,26.4,63.0,57.7,76.4,54.2,7.2,63.0,93.8,77.3,dryness,59.9,61.9,0.935,0.806,sun_or_stress_tip
FS_0165,46-60,dry,square,sleepy,0.351,22.0,64.8,47.5,68.3,69.5,42.4,48.8,72.7,67.5,none,30.9,55.8,0.775,0.748,hydration_tip
FS_0166,46-60,normal,round,sad,0.767,25.1,83.0,41.3,23.4,59.8,45.8,92.8,100.0,98.0,dullness,57.1,85.6,0.918,0.863,general_skincare
FS_0167,26-35,oily,oblong,calm,0.574,15.9,46.0,66.6,35.5,30.9,31.4,89.1,82.1,91.7,pigmentation,83.7,68.7,0.912,0.803,general_skincare
FS_0168,46-60,dry,oval,sad,0.434,20.3,37.5,52.3,21.5,53.0,16.6,81.4,41.1,84.2,none,54.6,54.3,0.872,0.773,hydration_tip
FS_0169,26-35,oily,oval,neutral,0.851,14.8,61.9,70.6,41.3,20.1,36.1,71.6,61.0,76.5,none,77.4,70.3,0.791,0.809,general_skincare
FS_0170,36-45,oily,square,neutral,0.741,17.7,66.3,58.5,12.4,56.4,43.0,77.5,56.5,69.2,sun_damage,74.6,70.0,0.798,0.788,general_skincare
FS_0171,46-60,oily,round,neutral,0.719,17.1,57.1,84.4,22.8,31.1,50.0,56.2,57.7,66.7,dark_circles,71.4,65.0,0.764,0.777,general_skincare
FS_0172,18-25,normal,oblong,happy,0.666,22.1,79.2,45.2,47.0,12.3,12.6,61.5,62.6,68.5,dark_circles,76.3,75.5,0.843,0.778,general_skincare
FS_0173,26-35,dry,oblong,calm,0.755,11.5,38.7,36.6,37.8,48.0,53.6,81.3,49.0,85.7,none,84.3,55.5,0.739,0.794,hydration_tip
FS_0174,46-60,oily,round,happy,0.962,18.1,58.9,73.5,15.7,31.2,41.9,52.6,74.7,76.6,pigmentation,89.2,69.8,0.733,0.714,general_skincare
FS_0175,26-35,dry,oblong,calm,0.744,15.7,47.0,18.4,29.1,35.1,17.7,75.9,53.1,72.3,none,78.1,63.0,0.93,0.758,hydration_tip
FS_0176,18-25,normal,oblong,neutral,0.585,9.2,72.9,45.8,35.0,69.3,24.6,62.8,53.9,75.2,dullness,73.6,62.2,0.776,0.762,sleep_tip
FS_0177,26-35,dry,round,neutral,0.61,17.8,50.6,5.0,47.4,32.6,31.4,86.8,32.8,71.6,none,60.2,50.2,0.854,0.772,hydration_tip
FS_0178,26-35,dry,round,calm,0.778,13.8,40.9,21.6,2.3,33.1,51.3,70.3,55.2,84.2,dullness,90.7,61.7,0.731,0.903,hydration_tip
FS_0179,46-60,normal,square,neutral,0.708,16.1,82.4,49.7,0.5,20.1,35.2,74.3,69.2,89.0,dryness,74.0,76.5,0.86,0.915,general_skincare
FS_0180,46-60,normal,heart,neutral,0.861,14.6,83.7,33.9,50.2,30.4,39.1,65.3,88.0,87.8,none,71.1,77.6,0.857,0.808,general_skincare
FS_0181,36-45,oily,round,stressed,0.777,23.1,69.3,89.3,74.2,42.9,29.3,66.9,78.9,73.4,sun_damage,52.7,60.3,0.952,0.809,sun_or_stress_tip
FS_0182,26-35,dry,heart,happy,0.832,18.4,28.8,18.3,15.4,52.6,23.2,70.2,52.8,71.6,dryness,82.0,54.3,0.827,0.916,hydration_tip
FS_0183,26-35,oily,heart,calm,0.695,14.2,59.7,70.0,9.9,12.4,43.2,52.5,75.1,82.7,redness_flush,89.8,72.6,0.76,0.849,general_skincare
FS_0184,46-60,normal,heart,calm,0.685,12.6,54.1,27.0,19.2,30.5,36.6,64.2,56.8,83.5,dullness,84.0,63.9,0.798,0.732,general_skincare
FS_0185,36-45,dry,oblong,neutral,0.627,18.2,30.6,29.3,31.9,32.0,12.5,71.0,51.2,73.8,dryness,71.9,52.2,0.937,0.775,hydration_tip
FS_0186,46-60,dry,heart,tired,0.26,18.3,55.7,30.5,53.9,76.7,60.0,74.1,61.3,71.5,none,45.3,55.3,0.758,0.931,hydration_tip
FS_0187,18-25,normal,oval,happy,0.862,15.8,81.9,32.8,11.2,42.3,7.5,78.5,75.2,71.7,none,80.4,81.7,0.836,0.704,general_skincare
FS_0188,46-60,normal,oblong,neutral,0.864,16.7,82.3,59.0,64.4,36.0,31.7,87.6,75.4,89.5,none,75.3,71.8,0.87,0.789,sun_or_stress_tip
FS_0189,26-35,oily,heart,neutral,0.489,20.1,62.5,89.2,6.9,46.1,21.5,72.0,66.9,82.9,none,56.2,69.4,0.801,0.873,general_skincare
FS_0190,26-35,oily,round,happy,0.77,5.0,66.2,72.2,9.8,44.8,34.5,65.4,53.9,79.6,none,100.0,67.6,0.872,0.801,general_skincare
FS_0191,36-45,dry,heart,stressed,0.515,23.4,18.4,23.3,28.2,47.9,55.2,69.5,75.2,85.1,dark_circles,52.9,58.2,0.893,0.882,hydration_tip
FS_0192,26-35,normal,oval,tired,0.562,24.8,58.9,60.6,61.7,67.4,13.9,59.9,87.3,98.0,none,39.5,58.7,0.742,0.715,sun_or_stress_tip
FS_0193,46-60,normal,heart,tired,0.526,20.4,46.9,50.1,63.6,42.3,23.5,76.0,70.5,81.7,none,53.1,60.3,0.81,0.937,sun_or_stress_tip
FS_0194,36-45,normal,oval,neutral,0.618,20.0,69.2,52.2,33.0,45.9,23.3,49.7,90.1,80.2,none,54.5,72.7,0.736,0.788,general_skincare
FS_0195,46-60,oily,round,happy,0.663,16.0,56.4,88.7,52.7,53.7,4.0,56.9,38.2,67.3,redness_flush,79.7,49.9,0.839,0.856,general_skincare
FS_0196,46-60,normal,oval,calm,0.798,11.8,69.3,43.0,10.1,39.0,36.2,64.3,58.0,68.7,dryness,90.6,73.4,0.819,0.777,general_skincare
FS_0197,26-35,dry,round,neutral,0.845,11.6,18.1,31.1,34.1,0.0,15.6,55.9,32.5,68.9,none,74.1,52.8,0.963,0.746,hydration_tip
FS_0198,18-25,dry,round,neutral,0.381,13.6,48.3,43.4,42.6,32.3,0.0,82.2,47.8,78.6,none,60.7,58.1,0.816,0.756,hydration_tip
FS_0199,46-60,normal,oval,calm,0.575,14.1,68.3,27.2,24.1,39.7,33.5,69.5,77.9,74.5,none,74.9,70.8,0.863,0.748,general_skincare
FS_0200,46-60,normal,round,sleepy,0.475,21.2,41.9,56.9,41.5,61.8,46.3,49.7,84.4,75.0,sun_damage,40.7,58.2,0.756,0.831,sleep_tip
FS_0201,36-45,oily,round,stressed,0.634,24.0,50.2,66.4,67.1,60.4,25.9,82.9,42.5,72.9,dullness,41.8,44.2,0.762,0.733,sun_or_stress_tip
FS_0202,36-45,normal,oval,sleepy,0.513,26.2,64.8,42.0,20.6,80.0,35.6,64.1,63.4,91.1,dullness,37.0,62.7,0.745,0.949,sleep_tip
FS_0203,18-25,dry,round,neutral,0.677,13.4,26.9,34.1,16.0,41.4,41.7,60.7,80.1,69.1,dullness,70.0,61.2,0.939,0.916,hydration_tip
FS_0204,36-45,dry,oblong,tired,0.408,24.8,35.4,47.2,58.0,72.5,43.1,73.9,54.2,74.7,none,45.9,40.1,0.875,0.848,hydration_tip
FS_0205,36-45,oily,round,sad,0.46,17.0,74.4,62.0,0.0,39.7,42.1,45.7,53.5,80.4,dryness,61.6,74.5,0.737,0.915,general_skincare
FS_0206,46-60,dry,round,happy,0.655,20.3,35.5,46.3,30.9,7.5,35.4,55.1,60.3,75.6,none,72.0,61.7,0.722,0.829,hydration_tip
FS_0207,46-60,oily,oval,calm,0.659,15.4,47.3,72.1,36.3,7.2,37.3,45.0,73.2,69.2,none,83.6,65.2,0.907,0.937,general_skincare
FS_0208,18-25,oily,oval,calm,0.802,13.0,44.5,51.8,49.0,54.9,33.4,58.7,80.5,86.5,dullness,77.1,62.8,0.797,0.776,general_skincare
FS_0209,26-35,oily,round,calm,0.727,18.5,80.8,85.0,32.2,31.2,34.7,64.9,66.1,82.1,none,87.2,72.7,0.948,0.71,general_skincare
FS_0210,18-25,oily,square,tired,0.547,21.7,70.1,67.6,51.4,84.9,23.6,75.8,75.3,70.6,redness_flush,40.6,61.3,0.798,0.811,sleep_tip
FS_0211,36-45,normal,oval,calm,0.555,12.8,75.2,40.4,21.5,39.9,31.3,73.7,65.3,81.3,sun_damage,69.1,68.4,0.946,0.77,general_skincare
FS_0212,18-25,oily,oblong,stressed,0.96,20.8,49.6,86.6,51.6,66.1,27.3,64.4,59.5,70.9,none,66.7,52.3,0.891,0.761,sleep_tip
FS_0213,18-25,normal,oval,calm,0.816,17.1,68.4,50.0,28.5,17.5,47.1,88.6,81.1,74.2,sun_damage,81.2,76.0,0.925,0.876,general_skincare
FS_0214,46-60,oily,round,sleepy,0.678,23.9,73.3,74.2,43.0,85.4,56.3,84.8,82.2,75.2,redness_flush,45.7,62.4,0.732,0.95,sleep_tip
FS_0215,26-35,normal,square,calm,0.856,20.1,68.7,52.2,27.8,1.2,19.5,64.9,62.8,77.6,none,76.5,72.7,0.782,0.719,general_skincare
FS_0216,26-35,normal,round,stressed,0.319,21.0,73.2,58.5,51.7,41.1,43.3,81.1,82.0,73.8,none,40.2,77.9,0.775,0.7,general_skincare
FS_0217,46-60,dry,heart,calm,0.806,17.5,49.1,32.4,11.1,40.3,22.5,85.5,50.8,77.5,redness_flush,75.9,65.8,0.949,0.728,hydration_tip
FS_0218,46-60,oily,round,calm,0.727,13.4,51.1,89.1,53.6,18.3,55.1,70.4,67.0,91.5,sun_damage,83.7,64.1,0.855,0.958,general_skincare
FS_0219,46-60,oily,oval,stressed,0.56,27.0,41.9,77.9,47.8,50.2,28.7,52.5,75.4,77.6,pigmentation,47.9,61.0,0.958,0.716,general_skincare
FS_0220,26-35,oily,square,sad,0.462,21.5,56.9,60.5,18.4,54.7,13.1,31.2,65.5,75.8,pigmentation,45.0,59.9,0.942,0.752,general_skincare
FS_0221,18-25,dry,oval,neutral,0.936,12.6,30.8,35.4,48.8,34.8,9.8,94.7,40.9,81.1,dark_circles,79.0,54.4,0.73,0.771,hydration_tip
FS_0222,18-25,oily,oval,neutral,0.788,20.7,58.4,98.6,30.5,58.7,18.5,100.0,92.0,76.8,dullness,65.0,76.5,0.949,0.931,general_skincare
FS_0223,46-60,normal,heart,neutral,0.71,21.5,74.5,50.6,47.1,44.7,45.7,96.1,63.9,64.4,sun_damage,69.3,73.2,0.87,0.881,general_skincare
FS_0224,26-35,normal,oblong,sleepy,0.364,18.2,40.4,41.8,0.0,80.2,19.3,51.6,71.8,71.4,dark_lips,37.4,60.8,0.817,0.721,sleep_tip
FS_0225,46-60,oily,round,stressed,0.678,22.5,40.8,69.0,49.9,69.1,40.6,56.6,93.1,83.6,none,46.6,55.7,0.854,0.751,sleep_tip
FS_0226,36-45,normal,heart,calm,0.899,12.7,72.6,46.4,34.3,52.2,21.4,46.6,80.4,70.5,sun_damage,79.5,63.9,0.876,0.916,general_skincare
FS_0227,18-25,oily,oval,neutral,0.862,18.4,51.5,88.8,47.3,34.5,42.9,62.2,72.2,83.1,redness_flush,75.9,63.3,0.733,0.804,general_skincare
FS_0228,26-35,dry,round,stressed,0.881,21.6,67.2,24.9,52.9,48.0,19.0,100.0,50.9,75.3,none,51.4,64.9,0.827,0.824,hydration_tip
FS_0229,26-35,normal,square,stressed,0.794,27.5,69.6,73.1,48.6,50.4,24.5,68.6,55.0,63.7,none,57.5,61.6,0.843,0.882,general_skincare
FS_0230,46-60,dry,oblong,calm,0.743,17.6,26.1,27.9,1.5,44.4,41.6,51.2,33.1,81.5,dark_lips,77.3,48.8,0.765,0.812,hydration_tip
FS_0231,18-25,normal,square,stressed,0.47,25.8,75.6,25.5,64.2,66.1,33.8,68.8,74.7,79.5,dryness,41.6,64.0,0.841,0.715,sun_or_stress_tip
FS_0232,46-60,oily,oblong,tired,0.522,21.3,62.3,78.3,47.6,91.2,46.5,55.3,89.1,92.8,dryness,36.7,61.6,0.902,0.911,sleep_tip
FS_0233,18-25,normal,square,tired,0.62,21.1,77.0,55.4,36.3,81.8,40.1,56.7,72.1,79.3,none,51.3,61.9,0.741,0.953,sleep_tip
FS_0234,18-25,dry,round,calm,0.415,12.8,36.1,35.6,25.3,5.5,10.2,72.8,50.9,72.8,dark_lips,69.1,56.2,0.874,0.924,hydration_tip
FS_0235,26-35,oily,oval,calm,0.707,12.1,60.6,72.1,29.2,44.3,9.0,83.9,59.8,97.3,dryness,78.5,70.1,0.744,0.809,general_skincare
FS_0236,18-25,oily,heart,stressed,0.482,21.6,46.5,76.4,63.4,55.6,28.4,93.4,75.9,85.1,none,54.6,58.2,0.752,0.851,sun_or_stress_tip
FS_0237,26-35,dry,square,neutral,0.77,18.0,30.6,31.8,15.1,27.9,27.8,74.2,35.4,87.5,none,70.2,60.8,0.894,0.945,hydration_tip
FS_0238,36-45,oily,round,tired,0.433,19.9,65.6,67.6,65.2,37.4,44.7,66.9,82.0,78.7,dark_circles,44.3,65.7,0.908,0.945,sun_or_stress_tip
FS_0239,26-35,oily,oblong,tired,0.33,23.0,66.0,78.4,28.5,51.0,3.5,62.2,55.9,62.6,none,45.8,65.5,0.765,0.946,general_skincare
FS_0240,46-60,normal,round,tired,0.35,28.4,57.9,57.0,37.8,62.9,18.9,68.6,53.8,62.9,none,38.6,56.8,0.869,0.873,sleep_tip
FS_0241,36-45,oily,heart,calm,0.556,16.9,58.5,93.3,12.7,45.4,42.4,70.7,39.6,73.4,dryness,70.3,66.3,0.839,0.897,general_skincare
FS_0242,36-45,normal,heart,neutral,0.566,16.4,64.2,53.0,21.8,52.9,26.1,34.3,76.2,87.0,dullness,65.7,61.5,0.915,0.823,general_skincare
FS_0243,18-25,oily,oval,happy,0.917,14.5,57.8,73.5,24.2,27.6,0.5,65.4,88.7,69.3,dryness,98.0,72.7,0.725,0.901,general_skincare
FS_0244,46-60,dry,oblong,neutral,0.463,15.7,30.4,29.9,48.5,69.6,39.0,46.7,52.9,78.8,dryness,67.4,44.9,0.756,0.851,hydration_tip
FS_0245,18-25,normal,oval,neutral,0.763,22.7,63.2,62.2,55.4,31.8,16.6,67.5,68.9,87.8,redness_flush,58.6,63.2,0.947,0.702,sun_or_stress_tip
FS_0246,18-25,normal,square,sad,0.815,22.4,68.4,42.8,44.4,61.3,31.3,65.4,68.9,76.7,none,55.5,61.9,0.873,0.796,sleep_tip
FS_0247,36-45,normal,square,happy,0.801,8.7,60.8,61.2,16.5,39.5,25.7,80.9,65.8,75.0,none,99.5,68.7,0.897,0.87,general_skincare
FS_0248,46-60,oily,oval,tired,0.506,23.0,46.3,72.5,48.1,42.9,28.3,75.3,85.5,97.7,dryness,49.1,66.1,0.942,0.742,general_skincare
FS_0249,26-35,normal,heart,calm,0.724,13.2,51.7,35.0,0.0,26.4,16.0,56.5,69.0,81.3,dark_circles,83.6,69.3,0.821,0.701,general_skincare
FS_0250,46-60,normal,oblong,happy,0.961,18.1,74.1,42.8,7.7,26.7,56.1,48.6,55.2,79.1,none,85.8,68.9,0.901,0.702,general_skincare
FS_0251,26-35,oily,oval,tired,0.404,23.6,55.6,70.4,40.7,40.1,32.4,75.4,64.3,87.1,redness_flush,38.6,63.2,0.968,0.902,general_skincare
FS_0252,18-25,oily,oblong,sleepy,0.288,26.6,50.9,86.8,60.5,65.6,35.2,53.8,80.6,79.8,none,32.6,60.5,0.721,0.768,sun_or_stress_tip
FS_0253,36-45,dry,oval,neutral,0.914,20.6,34.2,28.3,29.3,12.7,23.9,62.1,23.5,78.4,none,67.9,52.4,0.834,0.743,hydration_tip
FS_0254,36-45,oily,round,sleepy,0.451,25.4,61.7,66.1,39.1,91.1,16.1,99.4,62.6,78.3,dullness,36.8,56.8,0.786,0.812,sleep_tip
FS_0255,26-35,oily,round,happy,0.737,25.2,82.8,79.6,36.3,26.2,9.3,67.5,80.8,89.8,none,68.2,79.0,0.945,0.735,general_skincare
FS_0256,18-25,normal,square,sad,0.642,20.9,71.9,41.6,40.6,26.3,11.5,56.5,85.1,86.5,pigmentation,60.2,76.8,0.855,0.766,general_skincare
FS_0257,18-25,normal,oval,tired,0.466,19.7,74.5,58.5,30.0,67.0,9.1,35.0,72.8,83.5,none,42.9,64.3,0.965,0.872,sleep_tip
FS_0258,36-45,normal,round,sad,0.461,21.2,58.9,43.5,23.2,49.7,53.0,73.7,68.2,86.7,dark_circles,48.0,64.7,0.781,0.81,general_skincare
FS_0259,36-45,normal,oval,calm,0.577,15.8,74.6,56.2,0.0,15.8,24.8,71.4,76.7,91.5,none,72.0,80.2,0.93,0.705,general_skincare
FS_0260,36-45,oily,round,calm,0.733,16.7,66.5,70.0,39.7,46.1,42.8,79.3,83.8,68.1,none,82.1,72.6,0.848,0.789,general_skincare
FS_0261,18-25,dry,oblong,calm,0.868,16.9,41.6,52.7,23.5,31.5,24.3,65.3,60.8,72.3,pigmentation,86.2,56.3,0.949,0.755,hydration_tip
FS_0262,26-35,normal,square,stressed,0.462,26.4,73.7,37.4,80.0,60.6,17.4,44.0,73.2,77.6,none,39.0,53.7,0.834,0.767,sun_or_stress_tip
FS_0263,36-45,oily,square,neutral,0.739,12.6,61.0,58.0,15.2,47.4,0.0,95.2,81.7,61.5,dryness,70.4,71.0,0.753,0.867,general_skincare
FS_0264,46-60,oily,square,calm,0.902,10.6,81.7,81.0,40.5,51.5,52.6,68.5,87.0,80.3,sun_damage,93.5,70.4,0.891,0.759,general_skincare
FS_0265,36-45,oily,round,calm,0.774,16.1,50.7,40.8,11.7,30.6,35.3,68.9,63.3,98.0,dark_lips,78.7,65.2,0.727,0.798,general_skincare
FS_0266,26-35,dry,round,happy,0.878,16.6,62.8,18.0,26.8,27.9,34.3,88.0,53.0,76.8,dryness,91.5,65.7,0.815,0.723,hydration_tip
FS_0267,36-45,dry,square,tired,0.703,21.5,46.9,17.1,53.1,79.1,26.0,55.2,41.7,77.7,dullness,53.2,50.8,0.969,0.823,hydration_tip
FS_0268,36-45,dry,square,sleepy,0.491,23.8,62.8,10.3,17.5,100.0,27.0,60.6,39.7,88.3,dryness,47.6,52.5,0.722,0.705,hydration_tip
FS_0269,36-45,dry,oblong,stressed,0.686,21.3,34.4,33.2,52.6,61.5,37.4,72.4,45.1,68.4,dark_circles,57.3,44.2,0.785,0.925,hydration_tip
FS_0270,46-60,dry,round,happy,0.745,16.5,45.1,34.3,0.0,35.9,32.0,60.1,63.1,91.2,none,80.1,63.5,0.853,0.864,hydration_tip
FS_0271,36-45,normal,heart,tired,0.322,20.4,65.0,46.7,57.5,66.3,20.6,56.9,88.6,65.1,redness_flush,32.0,58.9,0.882,0.764,sun_or_stress_tip
FS_0272,46-60,dry,round,neutral,0.683,13.7,41.2,23.8,32.7,13.9,44.0,84.2,49.1,83.8,none,66.9,65.2,0.89,0.915,hydration_tip
FS_0273,36-45,normal,heart,sad,0.617,14.9,71.0,57.7,26.8,49.2,29.7,70.3,73.3,72.8,redness_flush,53.0,67.0,0.774,0.841,general_skincare
FS_0274,36-45,normal,round,calm,0.755,10.9,90.5,59.7,25.6,23.6,28.0,77.2,41.5,97.0,dryness,86.6,74.0,0.911,0.755,general_skincare
FS_0275,46-60,oily,oval,sad,0.596,17.6,45.0,80.3,28.3,56.9,40.9,60.9,80.8,72.4,pigmentation,55.3,61.4,0.753,0.842,general_skincare
FS_0276,26-35,oily,oval,tired,0.55,19.7,62.7,68.1,43.8,55.0,42.8,61.7,79.3,66.6,none,52.9,63.8,0.816,0.809,general_skincare
FS_0277,18-25,oily,oblong,tired,0.54,18.1,53.1,79.2,60.4,68.4,25.3,80.3,70.7,83.7,dark_circles,50.7,60.8,0.921,0.788,sun_or_stress_tip
FS_0278,46-60,normal,heart,tired,0.468,13.7,49.9,53.0,39.0,91.3,27.0,65.7,57.6,73.3,dryness,55.1,45.0,0.795,0.875,sleep_tip
FS_0279,46-60,oily,round,calm,0.708,9.4,49.1,83.8,46.4,21.3,49.3,43.2,79.2,70.8,none,83.6,63.1,0.827,0.749,general_skincare
FS_0280,46-60,oily,square,calm,0.639,15.0,57.2,78.9,26.3,40.8,51.9,55.3,82.2,67.3,none,77.7,70.3,0.758,0.774,general_skincare
FS_0281,46-60,oily,round,neutral,0.607,13.5,76.1,91.8,20.1,43.4,39.7,86.6,75.4,77.8,redness_flush,71.3,73.4,0.727,0.805,general_skincare
FS_0282,26-35,normal,oblong,stressed,0.534,24.2,59.9,53.0,53.9,56.3,9.3,58.4,50.9,71.6,dryness,49.4,54.5,0.882,0.779,general_skincare
FS_0283,18-25,dry,square,happy,0.785,20.4,73.1,41.7,23.2,22.1,38.0,46.4,47.6,75.9,sun_damage,77.7,69.8,0.756,0.881,hydration_tip
FS_0284,36-45,oily,round,neutral,0.686,20.4,68.4,66.8,29.5,50.7,53.5,60.7,79.9,81.0,redness_flush,64.1,67.1,0.758,0.908,general_skincare
FS_0285,46-60,oily,oblong,tired,0.512,18.1,51.8,91.9,52.4,70.5,18.9,73.0,84.9,74.6,dullness,54.3,59.9,0.774,0.757,sleep_tip
FS_0286,36-45,normal,oval,sleepy,0.243,24.3,75.8,58.6,33.9,58.3,17.5,55.9,69.3,75.8,dryness,38.9,69.3,0.941,0.823,general_skincare
FS_0287,36-45,oily,heart,neutral,0.68,21.3,69.8,59.2,38.8,34.7,26.2,59.8,94.5,87.4,none,69.6,72.3,0.855,0.909,general_skincare
FS_0288,46-60,normal,round,sleepy,0.419,18.1,65.7,60.7,34.2,80.0,33.2,55.6,68.3,80.8,dark_lips,41.9,62.3,0.798,0.904,sleep_tip
FS_0289,18-25,oily,oblong,sad,0.608,13.8,54.0,76.0,46.5,21.3,51.4,68.3,54.5,66.4,none,50.3,62.2,0.727,0.861,general_skincare
FS_0290,26-35,dry,oblong,tired,0.466,23.0,34.1,27.4,50.7,100.0,37.1,58.1,46.1,73.9,dryness,38.4,37.6,0.888,0.865,hydration_tip
FS_0291,36-45,dry,oblong,happy,0.972,18.6,42.1,25.1,31.1,21.8,0.0,98.6,54.2,81.6,none,81.5,62.9,0.877,0.767,hydration_tip
FS_0292,36-45,dry,square,stressed,0.464,25.6,61.3,39.6,85.0,55.4,47.1,71.5,59.5,69.8,dullness,46.2,54.9,0.968,0.769,hydration_tip
FS_0293,36-45,oily,oblong,tired,0.579,24.7,33.1,75.7,56.8,65.0,35.9,74.9,74.8,75.6,none,43.9,53.9,0.795,0.895,hydration_tip
FS_0294,46-60,oily,round,neutral,0.528,15.5,35.2,61.0,32.1,41.6,42.6,70.0,60.3,77.5,none,59.1,55.6,0.817,0.904,hydration_tip
FS_0295,36-45,oily,square,sleepy,0.373,17.1,60.3,67.8,18.3,96.4,53.5,84.0,80.9,66.9,none,37.4,68.1,0.858,0.919,sleep_tip
FS_0296,18-25,oily,square,happy,1.0,15.9,59.5,73.0,41.1,12.8,53.4,68.3,64.5,86.7,none,91.7,63.7,0.857,0.869,general_skincare
FS_0297,46-60,dry,oval,happy,0.651,16.3,36.2,58.5,29.4,7.5,36.0,77.3,75.4,72.7,dullness,76.8,60.4,0.817,0.815,hydration_tip
FS_0298,36-45,dry,oval,happy,0.846,16.1,44.3,28.5,10.8,45.2,12.4,76.5,60.6,76.0,none,94.2,64.4,0.759,0.759,hydration_tip
FS_0299,26-35,dry,round,neutral,0.756,18.0,53.1,38.8,26.7,27.4,19.0,77.5,47.2,71.2,none,66.9,62.1,0.872,0.749,hydration_tip
FS_0300,46-60,oily,oblong,stressed,0.472,26.7,68.3,86.0,55.3,20.1,22.6,57.7,78.8,74.8,dullness,36.4,73.2,0.767,0.913,sun_or_stress_tip
FS_0301,36-45,dry,round,tired,0.666,14.0,47.5,30.7,28.2,45.7,39.9,72.5,55.6,72.4,dark_circles,56.1,58.7,0.782,0.793,hydration_tip
FS_0302,26-35,oily,square,tired,0.532,23.2,51.0,71.8,44.0,65.5,40.0,100.0,46.1,89.1,pigmentation,40.3,57.2,0.925,0.934,sleep_tip
FS_0303,26-35,oily,heart,neutral,0.587,19.8,47.9,83.7,30.5,0.7,16.4,74.7,64.3,55.1,dryness,60.6,66.8,0.738,0.79,general_skincare
FS_0304,46-60,dry,heart,neutral,0.771,17.3,68.8,17.4,21.4,13.9,21.5,80.0,74.4,85.4,none,63.0,76.7,0.944,0.878,hydration_tip
FS_0305,18-25,oily,oval,tired,0.302,14.3,65.6,100.0,46.5,94.8,42.0,62.7,87.7,73.7,none,52.7,58.3,0.882,0.927,sleep_tip
FS_0306,26-35,oily,square,happy,0.823,19.4,62.3,56.7,61.7,36.0,32.7,64.7,85.6,68.2,none,76.1,60.7,0.772,0.908,sun_or_stress_tip
FS_0307,46-60,oily,oval,sad,0.613,22.8,67.9,90.7,44.8,39.6,47.0,45.9,60.4,90.5,none,57.3,62.9,0.787,0.764,general_skincare
FS_0308,46-60,oily,oblong,stressed,0.436,22.9,63.7,66.4,55.0,26.2,52.0,73.1,74.3,82.4,none,53.4,68.4,0.857,0.923,sun_or_stress_tip
FS_0309,36-45,oily,square,happy,0.643,15.0,73.0,87.8,13.2,27.1,35.9,79.3,83.7,81.5,redness_flush,80.6,81.6,0.822,0.775,general_skincare
FS_0310,36-45,dry,round,stressed,0.56,22.5,41.1,38.2,60.2,41.6,15.2,72.1,52.6,82.1,dryness,63.1,54.3,0.792,0.833,hydration_tip
FS_0311,18-25,dry,round,calm,0.536,13.0,38.0,48.1,20.9,0.0,0.0,70.5,60.6,81.4,sun_damage,77.8,66.7,0.823,0.787,hydration_tip
FS_0312,36-45,dry,square,calm,0.523,14.0,41.4,29.4,25.9,13.2,22.1,49.0,71.1,75.3,redness_flush,65.1,60.8,0.765,0.726,hydration_tip
FS_0313,46-60,oily,oblong,sleepy,0.248,22.8,63.2,84.9,73.6,36.0,47.1,62.2,61.8,72.4,redness_flush,36.4,57.9,0.817,0.784,sun_or_stress_tip
FS_0314,26-35,normal,oval,calm,0.902,9.7,52.0,21.9,14.5,30.6,26.5,72.1,50.2,85.2,dark_lips,88.7,65.2,0.959,0.72,general_skincare
FS_0315,46-60,oily,oblong,sleepy,0.243,19.2,52.4,67.7,59.3,63.9,19.3,53.3,67.4,61.6,none,45.8,51.8,0.912,0.754,sun_or_stress_tip
FS_0316,18-25,dry,square,neutral,0.562,15.6,10.0,37.3,27.4,0.0,3.1,64.1,33.6,85.1,none,69.5,48.7,0.814,0.935,hydration_tip
FS_0317,26-35,normal,oblong,calm,0.656,11.7,63.0,34.5,28.2,40.3,35.2,68.1,98.0,88.3,none,89.8,70.5,0.9,0.924,general_skincare
FS_0318,46-60,oily,square,tired,0.242,20.1,57.9,95.0,54.4,58.7,43.8,81.6,71.2,72.7,pigmentation,36.6,58.6,0.963,0.906,general_skincare
